id,oai_dc:dc,oai_dc:dc/dc:title,oai_dc:dc/dc:creator,oai_dc:dc/dc:source,oai_dc:dc/dc:publisher,oai_dc:dc/dc:date,oai_dc:dc/dc:type,oai_dc:dc/dc:format,oai_dc:dc/dc:identifier,oai_dc:dc/dc:description,oai_dc:dc/dc:language,oai_dc:dc/dc:rights,oai_dc:dc/dc:coverage,oai_dc:dc/dc:subject,oai_dc:dc/dc:relation,date
oai:pangaea.de:doi:10.1594/PANGAEA.663131,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2007-10-05
oai:pangaea.de:doi:10.1594/PANGAEA.663141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-10-05
oai:pangaea.de:doi:10.1594/PANGAEA.663168,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1968-10-05
oai:pangaea.de:doi:10.1594/PANGAEA.663169,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2002-10-05
oai:pangaea.de:doi:10.1594/PANGAEA.663170,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2007-10-05
oai:pangaea.de:doi:10.1594/PANGAEA.666146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1975-10-10
oai:pangaea.de:doi:10.1594/PANGAEA.666331,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1975-10-12
oai:pangaea.de:doi:10.1594/PANGAEA.666396,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1970-10-15
oai:pangaea.de:doi:10.1594/PANGAEA.666860,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2007-10-17
oai:pangaea.de:doi:10.1594/PANGAEA.666880,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2003-10-18
oai:pangaea.de:doi:10.1594/PANGAEA.666903,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2002-10-19
oai:pangaea.de:doi:10.1594/PANGAEA.666916,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2007-10-19
oai:pangaea.de:doi:10.1594/PANGAEA.666969,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1998-10-22
oai:pangaea.de:doi:10.1594/PANGAEA.667033,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2004-10-23
oai:pangaea.de:doi:10.1594/PANGAEA.667070,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1999-10-23
oai:pangaea.de:doi:10.1594/PANGAEA.667078,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1995-10-24
oai:pangaea.de:doi:10.1594/PANGAEA.667084,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1994-10-25
oai:pangaea.de:doi:10.1594/PANGAEA.667112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2000-10-26
oai:pangaea.de:doi:10.1594/PANGAEA.667121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1995-10-29
oai:pangaea.de:doi:10.1594/PANGAEA.667122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2008-10-29
oai:pangaea.de:doi:10.1594/PANGAEA.667140,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1996-10-29
oai:pangaea.de:doi:10.1594/PANGAEA.667166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1993-10-30
oai:pangaea.de:doi:10.1594/PANGAEA.667181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1992-10-30
oai:pangaea.de:doi:10.1594/PANGAEA.667336,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1984-11-02
oai:pangaea.de:doi:10.1594/PANGAEA.667342,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1982-11-02
oai:pangaea.de:doi:10.1594/PANGAEA.667373,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1981-11-02
oai:pangaea.de:doi:10.1594/PANGAEA.667436,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1980-11-07
oai:pangaea.de:doi:10.1594/PANGAEA.667437,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1981-11-07
oai:pangaea.de:doi:10.1594/PANGAEA.667438,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1979-11-07
oai:pangaea.de:doi:10.1594/PANGAEA.667439,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2006-11-07
oai:pangaea.de:doi:10.1594/PANGAEA.667443,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-11-07
oai:pangaea.de:doi:10.1594/PANGAEA.667460,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1979-11-07
oai:pangaea.de:doi:10.1594/PANGAEA.667464,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1991-11-07
oai:pangaea.de:doi:10.1594/PANGAEA.667467,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-11-08
oai:pangaea.de:doi:10.1594/PANGAEA.667495,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1977-11-09
oai:pangaea.de:doi:10.1594/PANGAEA.667499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-11-09
oai:pangaea.de:doi:10.1594/PANGAEA.667520,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1990-11-12
oai:pangaea.de:doi:10.1594/PANGAEA.667645,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-11-13
oai:pangaea.de:doi:10.1594/PANGAEA.667646,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2007-11-14
oai:pangaea.de:doi:10.1594/PANGAEA.668243,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1989-11-21
oai:pangaea.de:doi:10.1594/PANGAEA.668386,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-11-22
oai:pangaea.de:doi:10.1594/PANGAEA.668588,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-11-23
oai:pangaea.de:doi:10.1594/PANGAEA.669505,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1992-11-26
oai:pangaea.de:doi:10.1594/PANGAEA.669644,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-11-27
oai:pangaea.de:doi:10.1594/PANGAEA.670151,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1989-11-28
oai:pangaea.de:doi:10.1594/PANGAEA.670343,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-11-29
oai:pangaea.de:doi:10.1594/PANGAEA.670929,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2005-11-29
oai:pangaea.de:doi:10.1594/PANGAEA.671371,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2003-12-03
oai:pangaea.de:doi:10.1594/PANGAEA.671520,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2008-12-05
oai:pangaea.de:doi:10.1594/PANGAEA.671555,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-12-05
oai:pangaea.de:doi:10.1594/PANGAEA.671563,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-12-05
oai:pangaea.de:doi:10.1594/PANGAEA.671626,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2000-08-16
oai:pangaea.de:doi:10.1594/PANGAEA.671682,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-12-07
oai:pangaea.de:doi:10.1594/PANGAEA.671685,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2000-03-16
oai:pangaea.de:doi:10.1594/PANGAEA.672023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-12-12
oai:pangaea.de:doi:10.1594/PANGAEA.672041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-12-13
oai:pangaea.de:doi:10.1594/PANGAEA.672052,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-12-13
oai:pangaea.de:doi:10.1594/PANGAEA.672067,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-12-14
oai:pangaea.de:doi:10.1594/PANGAEA.672082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-12-17
oai:pangaea.de:doi:10.1594/PANGAEA.672098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-12-18
oai:pangaea.de:doi:10.1594/PANGAEA.672406,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2006-12-20
oai:pangaea.de:doi:10.1594/PANGAEA.672519,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2006-12-21
oai:pangaea.de:doi:10.1594/PANGAEA.675504,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-01-04
oai:pangaea.de:doi:10.1594/PANGAEA.676680,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2006-01-08
oai:pangaea.de:doi:10.1594/PANGAEA.676688,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2005-01-09
oai:pangaea.de:doi:10.1594/PANGAEA.676719,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2008-01-10
oai:pangaea.de:doi:10.1594/PANGAEA.676724,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2006-01-11
oai:pangaea.de:doi:10.1594/PANGAEA.676892,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2005-01-15
oai:pangaea.de:doi:10.1594/PANGAEA.676899,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2004-01-15
oai:pangaea.de:doi:10.1594/PANGAEA.676915,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2004-01-15
oai:pangaea.de:doi:10.1594/PANGAEA.676944,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2004-01-15
oai:pangaea.de:doi:10.1594/PANGAEA.676965,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2004-01-15
oai:pangaea.de:doi:10.1594/PANGAEA.678249,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2004-01-16
oai:pangaea.de:doi:10.1594/PANGAEA.678263,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1982-01-16
oai:pangaea.de:doi:10.1594/PANGAEA.678268,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1988-01-16
oai:pangaea.de:doi:10.1594/PANGAEA.678283,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2004-01-17
oai:pangaea.de:doi:10.1594/PANGAEA.678284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2008-01-17
oai:pangaea.de:doi:10.1594/PANGAEA.678289,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2008-01-17
oai:pangaea.de:doi:10.1594/PANGAEA.678290,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2003-01-17
oai:pangaea.de:doi:10.1594/PANGAEA.678297,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,2008-01-17
oai:pangaea.de:doi:10.1594/PANGAEA.678299,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2003-01-17
oai:pangaea.de:doi:10.1594/PANGAEA.678305,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2008-01-18
oai:pangaea.de:doi:10.1594/PANGAEA.678311,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1994-01-18
oai:pangaea.de:doi:10.1594/PANGAEA.678315,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1994-01-18
oai:pangaea.de:doi:10.1594/PANGAEA.678472,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2002-01-21
oai:pangaea.de:doi:10.1594/PANGAEA.678473,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1996-01-21
oai:pangaea.de:doi:10.1594/PANGAEA.678474,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2008-01-21
oai:pangaea.de:doi:10.1594/PANGAEA.678475,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1997-01-21
oai:pangaea.de:doi:10.1594/PANGAEA.678478,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2002-01-21
oai:pangaea.de:doi:10.1594/PANGAEA.678485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2002-01-21
oai:pangaea.de:doi:10.1594/PANGAEA.678516,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2002-01-22
oai:pangaea.de:doi:10.1594/PANGAEA.678517,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2003-01-22
oai:pangaea.de:doi:10.1594/PANGAEA.678533,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2002-01-22
oai:pangaea.de:doi:10.1594/PANGAEA.678543,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2001-01-22
oai:pangaea.de:doi:10.1594/PANGAEA.679318,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2000-01-23
oai:pangaea.de:doi:10.1594/PANGAEA.679325,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2000-01-23
oai:pangaea.de:doi:10.1594/PANGAEA.679333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1999-01-23
oai:pangaea.de:doi:10.1594/PANGAEA.679411,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1999-01-24
oai:pangaea.de:doi:10.1594/PANGAEA.679415,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1998-01-24
oai:pangaea.de:doi:10.1594/PANGAEA.679419,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2008-01-24
oai:pangaea.de:doi:10.1594/PANGAEA.679777,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2004-01-25
oai:pangaea.de:doi:10.1594/PANGAEA.680689,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2001-01-28
oai:pangaea.de:doi:10.1594/PANGAEA.680690,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1996-01-28
oai:pangaea.de:doi:10.1594/PANGAEA.680691,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2008-01-28
oai:pangaea.de:doi:10.1594/PANGAEA.680698,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2008-01-28
oai:pangaea.de:doi:10.1594/PANGAEA.680747,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1971-01-28
oai:pangaea.de:doi:10.1594/PANGAEA.680761,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2008-01-29
oai:pangaea.de:doi:10.1594/PANGAEA.680766,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2008-01-29
oai:pangaea.de:doi:10.1594/PANGAEA.680797,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2001-02-01
oai:pangaea.de:doi:10.1594/PANGAEA.680798,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1996-02-01
oai:pangaea.de:doi:10.1594/PANGAEA.680799,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1998-02-01
oai:pangaea.de:doi:10.1594/PANGAEA.680838,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1999-02-04
oai:pangaea.de:doi:10.1594/PANGAEA.680849,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1991-02-05
oai:pangaea.de:doi:10.1594/PANGAEA.680850,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1992-02-05
oai:pangaea.de:doi:10.1594/PANGAEA.680851,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1993-02-05
oai:pangaea.de:doi:10.1594/PANGAEA.681253,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2008-02-05
oai:pangaea.de:doi:10.1594/PANGAEA.681280,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1997-02-06
oai:pangaea.de:doi:10.1594/PANGAEA.681320,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1997-02-06
oai:pangaea.de:doi:10.1594/PANGAEA.681427,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1998-02-07
oai:pangaea.de:doi:10.1594/PANGAEA.681693,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1998-02-08
oai:pangaea.de:doi:10.1594/PANGAEA.681717,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1996-02-08
oai:pangaea.de:doi:10.1594/PANGAEA.681724,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1996-02-11
oai:pangaea.de:doi:10.1594/PANGAEA.681805,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1996-02-11
oai:pangaea.de:doi:10.1594/PANGAEA.681878,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1996-02-11
oai:pangaea.de:doi:10.1594/PANGAEA.682041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1995-02-12
oai:pangaea.de:doi:10.1594/PANGAEA.682255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1996-02-13
oai:pangaea.de:doi:10.1594/PANGAEA.682260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1996-02-13
oai:pangaea.de:doi:10.1594/PANGAEA.682280,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1996-02-13
oai:pangaea.de:doi:10.1594/PANGAEA.682356,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1983-02-15
oai:pangaea.de:doi:10.1594/PANGAEA.682711,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1994-02-18
oai:pangaea.de:doi:10.1594/PANGAEA.682994,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1994-02-19
oai:pangaea.de:doi:10.1594/PANGAEA.683073,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1993-02-19
oai:pangaea.de:doi:10.1594/PANGAEA.683524,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1993-02-20
oai:pangaea.de:doi:10.1594/PANGAEA.683531,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1992-02-20
oai:pangaea.de:doi:10.1594/PANGAEA.683533,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1989-02-20
oai:pangaea.de:doi:10.1594/PANGAEA.683554,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1995-02-21
oai:pangaea.de:doi:10.1594/PANGAEA.683648,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1995-02-22
oai:pangaea.de:doi:10.1594/PANGAEA.683672,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1992-02-22
oai:pangaea.de:doi:10.1594/PANGAEA.683833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2008-02-25
oai:pangaea.de:doi:10.1594/PANGAEA.683836,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1992-02-25
oai:pangaea.de:doi:10.1594/PANGAEA.683866,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1993-02-25
oai:pangaea.de:doi:10.1594/PANGAEA.683876,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1993-02-26
oai:pangaea.de:doi:10.1594/PANGAEA.683884,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1986-02-27
oai:pangaea.de:doi:10.1594/PANGAEA.683887,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1989-02-27
oai:pangaea.de:doi:10.1594/PANGAEA.683984,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1992-02-28
oai:pangaea.de:doi:10.1594/PANGAEA.684353,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1986-02-28
oai:pangaea.de:doi:10.1594/PANGAEA.684665,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1986-03-03
oai:pangaea.de:doi:10.1594/PANGAEA.684689,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2006-03-03
oai:pangaea.de:doi:10.1594/PANGAEA.684703,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2005-03-04
oai:pangaea.de:doi:10.1594/PANGAEA.685591,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1991-03-06
oai:pangaea.de:doi:10.1594/PANGAEA.685594,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2005-03-06
oai:pangaea.de:doi:10.1594/PANGAEA.685598,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2002-03-07
oai:pangaea.de:doi:10.1594/PANGAEA.686220,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2008-03-12
oai:pangaea.de:doi:10.1594/PANGAEA.686248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2002-03-12
oai:pangaea.de:doi:10.1594/PANGAEA.686641,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1998-03-13
oai:pangaea.de:doi:10.1594/PANGAEA.686705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2008-03-14
oai:pangaea.de:doi:10.1594/PANGAEA.686707,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1992-03-14
oai:pangaea.de:doi:10.1594/PANGAEA.687271,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1991-03-17
oai:pangaea.de:doi:10.1594/PANGAEA.687607,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1991-03-17
oai:pangaea.de:doi:10.1594/PANGAEA.687608,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2008-03-17
oai:pangaea.de:doi:10.1594/PANGAEA.687647,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1976-03-18
oai:pangaea.de:doi:10.1594/PANGAEA.687693,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2002-03-19
oai:pangaea.de:doi:10.1594/PANGAEA.687699,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2004-03-19
oai:pangaea.de:doi:10.1594/PANGAEA.687704,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1979-03-19
oai:pangaea.de:doi:10.1594/PANGAEA.688475,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1981-03-20
oai:pangaea.de:doi:10.1594/PANGAEA.688698,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2001-03-25
oai:pangaea.de:doi:10.1594/PANGAEA.688711,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-03-26
oai:pangaea.de:doi:10.1594/PANGAEA.688721,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-03-26
oai:pangaea.de:doi:10.1594/PANGAEA.688740,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1993-03-27
oai:pangaea.de:doi:10.1594/PANGAEA.688741,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1993-03-27
oai:pangaea.de:doi:10.1594/PANGAEA.688742,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1977-03-27
oai:pangaea.de:doi:10.1594/PANGAEA.688743,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1982-03-27
oai:pangaea.de:doi:10.1594/PANGAEA.688750,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1985-03-27
oai:pangaea.de:doi:10.1594/PANGAEA.688751,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1986-03-27
oai:pangaea.de:doi:10.1594/PANGAEA.688785,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1994-03-27
oai:pangaea.de:doi:10.1594/PANGAEA.689767,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2001-03-27
oai:pangaea.de:doi:10.1594/PANGAEA.690351,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1985-03-27
oai:pangaea.de:doi:10.1594/PANGAEA.690352,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1979-03-27
oai:pangaea.de:doi:10.1594/PANGAEA.690353,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1980-03-27
oai:pangaea.de:doi:10.1594/PANGAEA.690354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1986-03-27
oai:pangaea.de:doi:10.1594/PANGAEA.690355,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1981-03-27
oai:pangaea.de:doi:10.1594/PANGAEA.690356,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1990-03-27
oai:pangaea.de:doi:10.1594/PANGAEA.690357,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1990-03-27
oai:pangaea.de:doi:10.1594/PANGAEA.690364,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2008-03-28
oai:pangaea.de:doi:10.1594/PANGAEA.690371,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1983-03-31
oai:pangaea.de:doi:10.1594/PANGAEA.690393,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1997-04-01
oai:pangaea.de:doi:10.1594/PANGAEA.690398,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2002-04-01
oai:pangaea.de:doi:10.1594/PANGAEA.690404,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1986-04-01
oai:pangaea.de:doi:10.1594/PANGAEA.690409,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1992-04-02
oai:pangaea.de:doi:10.1594/PANGAEA.690418,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1994-04-03
oai:pangaea.de:doi:10.1594/PANGAEA.690423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1992-04-03
oai:pangaea.de:doi:10.1594/PANGAEA.690435,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1993-04-03
oai:pangaea.de:doi:10.1594/PANGAEA.690438,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1992-04-04
oai:pangaea.de:doi:10.1594/PANGAEA.690441,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1996-04-04
oai:pangaea.de:doi:10.1594/PANGAEA.690449,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2002-04-07
oai:pangaea.de:doi:10.1594/PANGAEA.690483,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1985-04-08
oai:pangaea.de:doi:10.1594/PANGAEA.690492,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1992-04-08
oai:pangaea.de:doi:10.1594/PANGAEA.690494,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1983-04-08
oai:pangaea.de:doi:10.1594/PANGAEA.690495,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1983-04-08
oai:pangaea.de:doi:10.1594/PANGAEA.690496,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1985-04-08
oai:pangaea.de:doi:10.1594/PANGAEA.690503,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2009-04-09
oai:pangaea.de:doi:10.1594/PANGAEA.690511,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2002-04-09
oai:pangaea.de:doi:10.1594/PANGAEA.690523,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2008-04-09
oai:pangaea.de:doi:10.1594/PANGAEA.690547,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1989-04-09
oai:pangaea.de:doi:10.1594/PANGAEA.690548,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1984-04-09
oai:pangaea.de:doi:10.1594/PANGAEA.690550,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1986-04-09
oai:pangaea.de:doi:10.1594/PANGAEA.690553,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1984-04-09
oai:pangaea.de:doi:10.1594/PANGAEA.690554,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1985-04-09
oai:pangaea.de:doi:10.1594/PANGAEA.690556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1990-04-09
oai:pangaea.de:doi:10.1594/PANGAEA.690557,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1990-04-09
oai:pangaea.de:doi:10.1594/PANGAEA.690586,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1990-04-09
oai:pangaea.de:doi:10.1594/PANGAEA.690588,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1987-04-09
